"","OID_","Field1","Lake","Project","Time","PercentCoverage","Depth","POINT_X","POINT_Y","geometry","id_point","fetch_km","weighted_fetch_km","fetch_km_all","weighted_fetch_km_all"
"40",40,40,"Ontario","IMRP","2024-08-07T15:02:35Z",30,22,-77.069856,44.0664800000001,c(814752.066088697, 4886770.56930164),40,0.00809969688502644,0.00809969688502644,1.1251452141773,1.1251452141773
"41",41,41,"Ontario","IMRP","2024-08-07T15:04:31Z",40,52,-77.070119,44.0663950000001,c(814731.453318458, 4886760.12125166),41,0.0271368384521278,0.0271368384521278,1.76549691191515,1.76549691191515
"42",42,42,"Ontario","IMRP","2024-08-07T15:06:13Z",90,90,-77.070374,44.066337,c(814711.33793184, 4886752.70298035),42,0.0483347312660957,0.0483347312660957,1.83035023822136,1.83035023822136
"43",43,43,"Ontario","IMRP","2024-08-07T15:08:10Z",10,45,-77.0702669999999,44.066357,c(814719.801528299, 4886755.33396482),43,0.0398710998107175,0.0398710998107175,1.82999264277593,1.82999264277593
"44",44,44,"Ontario","IMRP","2024-08-07T15:10:08Z",40,55,-77.0701539999999,44.0664170000001,c(814728.5333805, 4886762.43103092),44,0.0307909785333722,0.0307909785333722,1.76859096347916,1.76859096347916
"45",45,45,"Ontario","IMRP","2024-08-07T15:13:53Z",70,15,-77.0699279999999,44.066565,c(814745.848421047, 4886779.73537847),45,0.00246335248501799,0.00246335248501799,0.983659158080557,0.983659158080557
"46",46,46,"Ontario","IMRP","2024-08-07T15:16:29Z",20,50,-77.069992,44.0665490000001,c(814740.807535124, 4886777.71321935),46,0.00684884247944016,0.00684884247944016,1.31040180961626,1.31040180961626
"47",47,47,"Ontario","IMRP","2024-08-07T15:17:58Z",40,53,-77.0701089999999,44.066519,c(814731.596138727, 4886773.93316174),47,0.0138003215336499,0.0138003215336499,1.6203680776502,1.6203680776502
"48",48,48,"Ontario","IMRP","2024-08-07T15:18:48Z",10,35,-77.070242,44.066475,c(814721.177578173, 4886768.53680435),48,0.028264977276044,0.028264977276044,1.68576570937124,1.68576570937124
"49",49,49,"Ontario","IMRP","2024-08-07T15:20:34Z",70,70,-77.0703369999999,44.0664630000001,c(814713.63263474, 4886766.84035638),49,0.0428107129300616,0.0428107129300616,1.83162685383532,1.83162685383532
"50",50,50,"Ontario","IMRP","2024-08-07T15:22:14Z",100,81,-77.0703159999999,44.0665710000001,c(814714.741397378, 4886778.9171108),50,0.0291607792273352,0.0291607792273352,1.68582037155549,1.68582037155549
"51",51,51,"Ontario","IMRP","2024-08-07T15:23:31Z",40,42,-77.070185,44.066695,c(814724.575196684, 4886793.19202737),51,0.00493303389522656,0.00493303389522656,1.59002032613618,1.59002032613618
"52",52,52,"Ontario","IMRP","2024-08-07T15:25:32Z",0,17,-77.070094,44.066875,c(814730.908132639, 4886813.53424913),52,0.00186473777152403,0.00186473777152403,1.18469410398834,1.18469410398834
"53",53,53,"Ontario","IMRP","2024-08-07T15:27:31Z",20,33,-77.07012,44.0669,c(814728.693106127, 4886816.21170061),53,0.0035886091543838,0.0035886091543838,1.34038831341438,1.34038831341438
"54",54,54,"Ontario","IMRP","2024-08-07T15:29:08Z",50,66,-77.070229,44.066898,c(814719.973886034, 4886815.57244729),54,0.0130554789875835,0.0130554789875835,1.40510900091499,1.40510900091499
"55",55,55,"Ontario","IMRP","2024-08-07T15:30:00Z",90,95,-77.070304,44.0668830000001,c(814714.046723386, 4886813.61929354),55,0.0191393972788219,0.0191393972788219,1.5936410202096,1.5936410202096
"56",56,56,"Ontario","IMRP","2024-08-07T15:33:50Z",20,68,-77.070217,44.0670030000001,c(814720.3777265, 4886827.28153224),56,0.0104654168097107,0.0104654168097107,1.40368450587973,1.40368450587973
"57",57,57,"Ontario","IMRP","2024-08-07T15:34:45Z",100,95,-77.0703379999999,44.06701,c(814710.649678202, 4886827.59607202),57,0.0211396561727132,0.0211396561727132,1.67379271265783,1.67379271265783
"58",58,58,"Ontario","IMRP","2024-08-07T15:36:21Z",10,25,-77.070121,44.06703,c(814727.923079864, 4886830.64798494),58,0.0016589419152963,0.0016589419152963,1.33836150623449,1.33836150623449
"59",59,59,"Ontario","IMRP","2024-08-07T16:43:54Z",100,55,-77.0310469999999,44.0744990000001,c(817817.326197765, 4887810.55729999),59,0.0122876490830922,0.0122876490830922,0.442215655517915,0.442215655517915
"60",60,60,"Ontario","IMRP","2024-08-07T16:45:56Z",100,55,-77.0310689999999,44.074462,c(817815.762788095, 4887806.36238688),60,0.0120250925330651,0.0120250925330651,0.442609560214729,0.442609560214729
"61",61,61,"Ontario","IMRP","2024-08-07T16:46:31Z",100,68,-77.03101,44.0743590000001,c(817821.039688386, 4887795.14937713),61,0.0226297131091306,0.0226297131091306,0.448796410902297,0.448796410902297
"62",62,62,"Ontario","IMRP","2024-08-07T16:50:56Z",100,70,-77.030602,44.0746310000001,c(817852.254101595, 4887826.93955183),62,0.0446289205379712,0.0446289205379712,0.450403176235082,0.450403176235082
"63",63,63,"Ontario","IMRP","2024-08-07T16:51:18Z",100,75,-77.030594,44.0746970000001,c(817852.540881019, 4887834.3016237),63,0.0412474935566584,0.0412474935566584,0.448017067733671,0.448017067733671
"64",64,64,"Ontario","IMRP","2024-08-07T16:51:33Z",100,69,-77.030613,44.0747460000001,c(817850.756652347, 4887839.6710066),64,0.0362280959643809,0.0362280959643809,0.444460386804416,0.444460386804416
"65",65,65,"Ontario","IMRP","2024-08-07T16:51:48Z",100,62,-77.030632,44.0747850000001,c(817849.026040652, 4887843.92960962),65,0.0325540404987557,0.0325540404987557,0.442473202093654,0.442473202093654
"66",66,66,"Ontario","IMRP","2024-08-07T16:52:13Z",100,56,-77.03066,44.0748520000001,c(817846.424594185, 4887851.26361066),66,0.0233578752608995,0.0233578752608995,0.440901510392696,0.440901510392696
"67",67,67,"Ontario","IMRP","2024-08-07T16:52:33Z",100,55,-77.0306429999999,44.074891,c(817847.576849831, 4887855.66136263),67,0.0184880538790043,0.0184880538790043,0.44013768648462,0.44013768648462
"68",68,68,"Ontario","IMRP","2024-08-07T16:52:43Z",100,50,-77.0305999999999,44.074913,c(817850.902315461, 4887858.2712855),68,0.0165083390142469,0.0165083390142469,0.431861672188436,0.431861672188436
"69",69,69,"Ontario","IMRP","2024-08-07T16:53:09Z",100,54,-77.0304609999999,44.074958,c(817861.792086744, 4887863.80708059),69,0.0150262554024404,0.0150262554024404,0.430277689384373,0.430277689384373
"70",70,70,"Ontario","IMRP","2024-08-07T16:53:29Z",100,57,-77.0303059999999,44.0749960000001,c(817874.000644273, 4887868.62719745),70,0.0175126715184267,0.0175126715184267,0.432678152881073,0.432678152881073
"71",71,71,"Ontario","IMRP","2024-08-07T16:53:45Z",100,60,-77.030175,44.075029,c(817884.314092589, 4887872.79917063),71,0.0218683930560177,0.0218683930560177,0.434059831200444,0.434059831200444
"72",72,72,"Ontario","IMRP","2024-08-07T16:54:04Z",100,65,-77.0300109999999,44.0750840000001,c(817897.152174107, 4887879.54245014),72,0.0271653985820793,0.0271653985820793,0.409598312983233,0.409598312983233
"73",73,73,"Ontario","IMRP","2024-08-07T16:54:19Z",100,60,-77.029938,44.0751470000001,c(817902.66012596, 4887886.8225765),73,0.0266000237623341,0.0266000237623341,0.403195682263477,0.403195682263477
"74",74,74,"Ontario","IMRP","2024-08-07T16:54:37Z",100,60,-77.029849,44.0752370000001,c(817909.304540895, 4887897.1636712),74,0.0260466571118748,0.0260466571118748,0.382424550750653,0.382424550750653
"75",75,75,"Ontario","IMRP","2024-08-07T16:54:51Z",100,57,-77.029771,44.0753080000001,c(817915.169956209, 4887905.35176404),75,0.0272273601608409,0.0272273601608409,0.377858611962626,0.377858611962626
"76",76,76,"Ontario","IMRP","2024-08-07T16:55:12Z",100,58,-77.029614,44.075362,c(817927.452755069, 4887911.95696693),76,0.0309098272476869,0.0309098272476869,0.3790031402334,0.3790031402334
"77",77,77,"Ontario","IMRP","2024-08-07T16:55:23Z",80,57,-77.029523,44.0753740000001,c(817934.675576776, 4887913.64173605),77,0.0331042038569642,0.0331042038569642,0.382037785554227,0.382037785554227
"78",78,78,"Ontario","IMRP","2024-08-07T16:55:40Z",10,58,-77.029377,44.075411,c(817946.16865144, 4887918.31611914),78,0.0333210479352522,0.0333210479352522,0.381387864168745,0.381387864168745
"79",79,79,"Ontario","IMRP","2024-08-07T17:13:40Z",100,90,-77.024874,44.0751720000001,c(818308.046848608, 4887909.18913229),79,0.0205661284356119,0.0205661284356119,0.455846121365354,0.455846121365354
"80",80,80,"Ontario","IMRP","2024-08-07T17:14:03Z",100,92,-77.0248549999999,44.075202,c(818309.407272389, 4887912.59502079),80,0.022573679298287,0.022573679298287,0.456276516751246,0.456276516751246
"81",81,81,"Ontario","IMRP","2024-08-07T17:14:33Z",100,87,-77.024758,44.075297,c(818316.66484611, 4887923.52291772),81,0.027902313996205,0.027902313996205,0.455589776754106,0.455589776754106
"82",82,82,"Ontario","IMRP","2024-08-07T17:14:54Z",20,80,-77.02466,44.0753280000001,c(818324.346128394, 4887927.34569948),82,0.0258898777203517,0.0258898777203517,0.345569720395942,0.345569720395942
"83",83,83,"Ontario","IMRP","2024-08-07T17:15:07Z",30,70,-77.024618,44.075338,c(818327.655747188, 4887928.61906665),83,0.0245780725759022,0.0245780725759022,0.343700573834415,0.343700573834415
"84",84,84,"Ontario","IMRP","2024-08-07T17:15:37Z",20,67,-77.0245409999999,44.075339,c(818333.816454824, 4887929.02822463),84,0.0213014796521345,0.0213014796521345,0.341802096515551,0.341802096515551
"85",85,85,"Ontario","IMRP","2024-08-07T17:15:56Z",50,65,-77.0244749999999,44.075381,c(818338.876129482, 4887933.94900472),85,0.0227388087749743,0.0227388087749743,0.340320607951384,0.340320607951384
"86",86,86,"Ontario","IMRP","2024-08-07T17:16:14Z",30,60,-77.024414,44.0754010000001,c(818343.653541438, 4887936.40671517),86,0.0204109641201046,0.0204109641201046,0.337602829447241,0.337602829447241
"87",87,87,"Ontario","IMRP","2024-08-07T17:16:29Z",10,59,-77.024377,44.075431,c(818346.455358413, 4887939.88229679),87,0.0186590036379811,0.0186590036379811,0.3355002743188,0.3355002743188
"88",88,88,"Ontario","IMRP","2024-08-07T17:16:53Z",40,52,-77.024349,44.0755100000001,c(818348.273330918, 4887948.76586208),88,0.0156988602025867,0.0156988602025867,0.323801559804371,0.323801559804371
"89",89,89,"Ontario","IMRP","2024-08-07T17:17:14Z",70,55,-77.024349,44.0755760000001,c(818347.918907151, 4887956.09701402),89,0.0141240224943244,0.0141240224943244,0.323801716921591,0.323801716921591
"90",90,90,"Ontario","IMRP","2024-08-07T17:17:33Z",90,54,-77.024357,44.075632,c(818346.977555388, 4887962.28641427),90,0.0133391479121264,0.0133391479121264,0.322362874996408,0.322362874996408
"91",91,91,"Ontario","IMRP","2024-08-07T17:17:46Z",80,56,-77.024369,44.0756630000001,c(818345.850141787, 4887965.68337759),91,0.0132767149061374,0.0132767149061374,0.316958766477686,0.316958766477686
"92",92,92,"Ontario","IMRP","2024-08-07T17:18:08Z",80,62,-77.024421,44.0756950000001,c(818341.51422131, 4887969.03656536),92,0.0164333926932188,0.0164333926932188,0.318677286530853,0.318677286530853
"93",93,93,"Ontario","IMRP","2024-08-07T17:18:22Z",40,63,-77.0244509999999,44.0757100000001,c(818339.031318977, 4887970.58659699),93,0.0184143413715715,0.0184143413715715,0.425489966944816,0.425489966944816
"94",94,94,"Ontario","IMRP","2024-08-07T17:18:42Z",10,64,-77.0244959999999,44.075751,c(818335.207624997, 4887974.9665902),94,0.0208189528753981,0.0208189528753981,0.427145378789388,0.427145378789388
"95",95,95,"Ontario","IMRP","2024-08-07T17:18:51Z",10,70,-77.0245169999999,44.0757760000001,c(818333.391733, 4887977.66224567),95,0.0220395380089585,0.0220395380089585,0.427617744262456,0.427617744262456
"96",96,96,"Ontario","IMRP","2024-08-07T17:19:26Z",30,59,-77.02447,44.0758640000001,c(818336.682861738, 4887987.61906405),96,0.016334030962417,0.016334030962417,0.424913909578661,0.424913909578661
"97",97,97,"Ontario","IMRP","2024-08-07T17:19:35Z",100,60,-77.024443,44.0758710000001,c(818338.807383812, 4887988.50113533),97,0.0133398089684581,0.0133398089684581,0.423303576063485,0.423303576063485
"98",98,98,"Ontario","IMRP","2024-08-07T17:19:49Z",70,47,-77.024391,44.0758720000001,c(818342.966080466, 4887988.81352249),98,0.00796694986092262,0.00796694986092262,0.420086853968316,0.420086853968316
"99",99,99,"Ontario","IMRP","2024-08-07T17:20:55Z",100,59,-77.024467,44.075925,c(818336.595530572, 4887994.40643971),99,0.0164621411365575,0.0164621411365575,0.424983457277815,0.424983457277815
"100",100,100,"Ontario","IMRP","2024-08-07T17:21:11Z",95,57,-77.0244969999999,44.0759410000001,c(818334.107268299, 4887996.06755075),100,0.0197689214153923,0.0197689214153923,0.425628947394367,0.425628947394367
"101",101,101,"Ontario","IMRP","2024-08-07T17:22:30Z",40,59,-77.024686,44.076061,c(818318.328148097, 4888008.66526932),101,0.0339096523724091,0.0339096523724091,0.531913431561068,0.531913431561068
"102",102,102,"Ontario","IMRP","2024-08-07T17:22:50Z",0,55,-77.024763,44.0760960000001,c(818311.974211992, 4888012.25493229),102,0.0374399292965076,0.0374399292965076,0.532558343294198,0.532558343294198
"103",103,103,"Ontario","IMRP","2024-08-07T17:23:06Z",20,57,-77.0248339999999,44.0761150000001,c(818306.186661498, 4888014.09057754),103,0.0429485257349661,0.0429485257349661,0.555478349077209,0.555478349077209
"104",104,104,"Ontario","IMRP","2024-08-07T17:23:24Z",60,62,-77.024911,44.0761360000001,c(818299.907908849, 4888016.12515874),104,0.047267635830209,0.047267635830209,0.557116427471406,0.557116427471406
"105",105,105,"Ontario","IMRP","2024-08-07T17:23:36Z",100,60,-77.024962,44.076151,c(818295.743399496, 4888017.59391774),105,0.0481752592144552,0.0481752592144552,0.558494357679057,0.558494357679057
"106",106,106,"Ontario","IMRP","2024-08-07T17:23:46Z",100,57,-77.024996,44.0761570000001,c(818292.988538029, 4888018.12877957),106,0.0505541968618564,0.0505541968618564,0.559374826183169,0.559374826183169
"107",107,107,"Ontario","IMRP","2024-08-07T17:24:08Z",100,58,-77.0250589999999,44.0761650000001,c(818287.900682383, 4888018.77354786),107,0.0522483622972327,0.0522483622972327,0.560203857607627,0.560203857607627
"108",108,108,"Ontario","IMRP","2024-08-07T17:24:22Z",100,60,-77.0251019999999,44.0761660000001,c(818284.451967669, 4888018.7181866),108,0.0535228419334113,0.0535228419334113,0.560693465860776,0.560693465860776
"109",109,109,"Ontario","IMRP","2024-08-07T17:24:59Z",100,63,-77.025186,44.076171,c(818277.698587258, 4888018.94844485),109,0.0533282714977889,0.0533282714977889,0.562090637621784,0.562090637621784
"110",110,110,"Ontario","IMRP","2024-08-07T17:26:30Z",100,63,-77.02541,44.0762560000001,c(818259.304822736, 4888027.52309499),110,0.042804103534852,0.042804103534852,0.5647765397966,0.5647765397966
"111",111,111,"Ontario","IMRP","2024-08-07T17:26:57Z",100,66,-77.0254439999999,44.0762950000001,c(818256.372804472, 4888031.72354775),111,0.0380646029119544,0.0380646029119544,0.564129488709616,0.564129488709616
"112",112,112,"Ontario","IMRP","2024-08-07T17:27:20Z",50,64,-77.025544,44.076313,c(818248.268408506, 4888033.33592503),112,0.0324480979274808,0.0324480979274808,0.540149307096198,0.540149307096198
"113",113,113,"Ontario","IMRP","2024-08-07T17:27:43Z",40,60,-77.0256459999999,44.0762800000001,c(818240.277649309, 4888029.27559066),113,0.0314166678638135,0.0314166678638135,0.55717289610824,0.55717289610824
"114",114,114,"Ontario","IMRP","2024-08-07T17:28:02Z",100,67,-77.02572,44.076241,c(818234.561265884, 4888024.65715935),114,0.031671397847529,0.031671397847529,0.582488468558692,0.582488468558692
"115",115,115,"Ontario","IMRP","2024-08-07T17:28:16Z",50,66,-77.025775,44.076215,c(818230.296565353, 4888021.5562781),115,0.0314221951209783,0.0314221951209783,0.582867832716299,0.582867832716299
"116",116,116,"Ontario","IMRP","2024-08-07T17:28:38Z",50,64,-77.025841,44.0761640000001,c(818225.285207829, 4888015.63587894),116,0.0329882960392591,0.0329882960392591,0.583734769265926,0.583734769265926
"117",117,117,"Ontario","IMRP","2024-08-07T17:29:03Z",40,70,-77.0259149999999,44.076108,c(818219.660057908, 4888009.12913484),117,0.0344539505060115,0.0344539505060115,0.584869929950265,0.584869929950265
"118",118,118,"Ontario","IMRP","2024-08-07T17:29:16Z",30,70,-77.025948,44.076087,c(818217.130214698, 4888006.66879056),118,0.0346717879899517,0.0346717879899517,0.585263121722361,0.585263121722361
"119",119,119,"Ontario","IMRP","2024-08-07T17:29:42Z",50,69,-77.026021,44.076041,c(818211.531448133, 4888001.27670463),119,0.034959766796731,0.034959766796731,0.585545833417588,0.585545833417588
"120",120,120,"Ontario","IMRP","2024-08-07T17:29:57Z",60,70,-77.026063,44.0760310000001,c(818208.221851206, 4888000.00339491),120,0.0335247303157773,0.0335247303157773,0.585526681410726,0.585526681410726
"121",121,121,"Ontario","IMRP","2024-08-07T17:30:16Z",100,70,-77.02615,44.0759880000001,c(818201.485876087, 4887994.89037641),121,0.0326582266811797,0.0326582266811797,0.585971794683491,0.585971794683491
"122",122,122,"Ontario","IMRP","2024-08-07T17:30:40Z",100,77,-77.02622,44.075926,c(818196.213201996, 4887987.73266481),122,0.0338842417355624,0.0338842417355624,0.603895950304975,0.603895950304975
"123",123,123,"Ontario","IMRP","2024-08-07T17:31:02Z",100,82,-77.026281,44.0758940000001,c(818191.500195525, 4887983.94212525),123,0.0332704865297565,0.0332704865297565,0.60473582619474,0.60473582619474
"124",124,124,"Ontario","IMRP","2024-08-07T17:31:42Z",60,75,-77.026395,44.075833,c(818182.698690551, 4887976.72524642),124,0.0345212993291417,0.0345212993291417,0.606633365179068,0.606633365179068
"125",125,125,"Ontario","IMRP","2024-08-07T17:31:56Z",40,82,-77.0264539999999,44.075813,c(818178.081418381, 4887974.27539268),125,0.0341405369976612,0.0341405369976612,0.607251107131988,0.607251107131988
"126",126,126,"Ontario","IMRP","2024-08-07T17:32:39Z",80,83,-77.026639,44.075743,c(818163.642625358, 4887965.78411815),126,0.0351112202340136,0.0351112202340136,0.473285654859902,0.473285654859902
"127",127,127,"Ontario","IMRP","2024-08-07T17:33:12Z",100,80,-77.026804,44.0757400000001,c(818150.445794236, 4887964.81248635),127,0.0299786729706106,0.0299786729706106,0.473766250530715,0.473766250530715
"128",128,128,"Ontario","IMRP","2024-08-07T17:33:27Z",100,74,-77.026872,44.075764,c(818144.871664902, 4887967.21527011),128,0.0259163020008046,0.0259163020008046,0.473061538084885,0.473061538084885
"129",129,129,"Ontario","IMRP","2024-08-07T17:33:44Z",80,79,-77.0269279999999,44.0757780000001,c(818140.312145525, 4887968.55370429),129,0.0229563172169944,0.0229563172169944,0.47193737987532,0.47193737987532
"130",130,130,"Ontario","IMRP","2024-08-07T17:34:13Z",100,65,-77.027053,44.075796,c(818130.205759575, 4887970.06950746),130,0.0170423363759634,0.0170423363759634,0.468096949074353,0.468096949074353
"131",131,131,"Ontario","IMRP","2024-08-07T17:34:29Z",100,56,-77.027117,44.07581,c(818125.005619807, 4887971.37700198),131,0.0133442892277567,0.0133442892277567,0.469341271512557,0.469341271512557
"132",132,132,"Ontario","IMRP","2024-08-07T17:34:50Z",70,54,-77.0271759999999,44.075833,c(818120.157577488, 4887973.7035461),132,0.00867710778446487,0.00867710778446487,0.49931244686884,0.49931244686884
"133",133,133,"Ontario","IMRP","2024-08-07T17:35:41Z",30,50,-77.027271,44.0758020000001,c(818112.716493714, 4887969.89261083),133,0.00924918394269739,0.00924918394269739,0.500654136956899,0.500654136956899
"134",134,134,"Ontario","IMRP","2024-08-07T17:35:57Z",70,53,-77.0273079999999,44.0757840000001,c(818109.850186257, 4887967.75007062),134,0.0104070245043368,0.0104070245043368,0.502204602548847,0.502204602548847
"135",135,135,"Ontario","IMRP","2024-08-07T17:36:17Z",90,54,-77.027341,44.075767,c(818107.298824294, 4887965.73408369),135,0.0117140434116799,0.0117140434116799,0.503761995263638,0.503761995263638
"136",136,136,"Ontario","IMRP","2024-08-07T17:36:34Z",20,60,-77.027394,44.0757380000001,c(818103.210284977, 4887962.30779266),136,0.0141337404300344,0.0141337404300344,0.52846198111413,0.52846198111413
"137",137,137,"Ontario","IMRP","2024-08-07T17:36:53Z",50,64,-77.027432,44.075682,c(818100.467796778, 4887955.94042272),137,0.0202526669762556,0.0202526669762556,0.529252440441422,0.529252440441422
"138",138,138,"Ontario","IMRP","2024-08-07T17:37:17Z",70,62,-77.0274709999999,44.075614,c(818097.709613987, 4887948.23624933),138,0.027783122060565,0.027783122060565,0.531659014948176,0.531659014948176
"139",139,139,"Ontario","IMRP","2024-08-07T17:37:34Z",80,67,-77.027525,44.0756220000001,c(818093.342446509, 4887948.91598457),139,0.0258753124923976,0.0258753124923976,0.532306161431197,0.532306161431197
"140",140,140,"Ontario","IMRP","2024-08-07T17:37:52Z",80,62,-77.027598,44.0756210000001,c(818087.502079236, 4887948.52252388),140,0.0247470760544401,0.0247470760544401,0.534592788415772,0.534592788415772
"141",141,141,"Ontario","IMRP","2024-08-07T17:38:05Z",100,65,-77.027654,44.075612,c(818083.065971565, 4887947.30620269),141,0.0248473226272355,0.0248473226272355,0.535764277030534,0.535764277030534
"142",142,142,"Ontario","IMRP","2024-08-07T17:38:15Z",70,62,-77.027704,44.0756040000001,c(818079.10496837, 4887946.2241713),142,0.0251086672531772,0.0251086672531772,0.536780126237354,0.536780126237354
"143",143,143,"Ontario","IMRP","2024-08-07T17:38:31Z",30,68,-77.02778,44.075586,c(818073.115575442, 4887943.93079247),143,0.0264253803485139,0.0264253803485139,0.539477167050063,0.539477167050063
"144",144,144,"Ontario","IMRP","2024-08-07T17:38:45Z",30,64,-77.027847,44.0755780000001,c(818067.79323305, 4887942.78301151),144,0.0270082572220704,0.0270082572220704,0.541436441036721,0.541436441036721
"145",145,145,"Ontario","IMRP","2024-08-07T17:39:00Z",20,59,-77.027914,44.075571,c(818062.465523985, 4887941.74631298),145,0.0277190010259326,0.0277190010259326,0.543303592391388,0.543303592391388
"146",146,146,"Ontario","IMRP","2024-08-07T17:39:20Z",60,60,-77.028001,44.0755750000001,c(818055.477225233, 4887941.85412062),146,0.0274900876190402,0.0274900876190402,0.545862961969451,0.545862961969451
"147",147,147,"Ontario","IMRP","2024-08-07T17:39:41Z",70,59,-77.028087,44.075591,c(818048.504626096, 4887943.29873992),147,0.0260211161128885,0.0260211161128885,0.549096676167204,0.549096676167204
"148",148,148,"Ontario","IMRP","2024-08-07T17:40:21Z",40,54,-77.028225,44.0756210000001,c(818037.292838646, 4887946.09734217),148,0.0225612330085053,0.0225612330085053,0.541429582913735,0.541429582913735
"149",149,149,"Ontario","IMRP","2024-08-07T17:41:06Z",10,54,-77.0283489999999,44.0756500000001,c(818027.207525921, 4887948.83902967),149,0.0205321655789166,0.0205321655789166,0.533597615950631,0.533597615950631
"150",150,150,"Ontario","IMRP","2024-08-07T17:41:22Z",80,55,-77.0284159999999,44.0756460000001,c(818021.863725118, 4887948.13559812),150,0.0219042236900605,0.0219042236900605,0.53461027216884,0.53461027216884
"151",151,151,"Ontario","IMRP","2024-08-07T17:41:39Z",90,52,-77.028474,44.07563,c(818017.305003836, 4887946.13404068),151,0.0244168709379585,0.0244168709379585,0.536172355573917,0.536172355573917
"152",152,152,"Ontario","IMRP","2024-08-07T17:41:52Z",100,47,-77.028508,44.0756230000001,c(818014.619885165, 4887945.22500458),152,0.0255006483931279,0.0255006483931279,0.537054601304856,0.537054601304856
"153",153,153,"Ontario","IMRP","2024-08-07T17:42:17Z",50,46,-77.028585,44.0755980000001,c(818008.587946499, 4887942.15027196),153,0.0285142532082341,0.0285142532082341,0.53950226461696,0.53950226461696
"154",154,154,"Ontario","IMRP","2024-08-07T17:42:31Z",100,47,-77.028643,44.075584,c(818004.018489253, 4887940.37088021),154,0.0300798671352719,0.0300798671352719,0.541069374189712,0.541069374189712
"155",155,155,"Ontario","IMRP","2024-08-07T17:43:02Z",90,46,-77.028756,44.075544,c(817995.184173011, 4887935.49077136),155,0.0337861454197783,0.0337861454197783,0.545178084797726,0.545178084797726
"156",156,156,"Ontario","IMRP","2024-08-07T17:43:21Z",100,49,-77.028802,44.07554,c(817991.522011872, 4887934.86857419),156,0.033671407824106,0.033671407824106,0.545664551495441,0.545664551495441
